dyadep_id,dyadepisode,type_of_conflict2,dyadcount,dyadterm,ependdate,ependprec,outcome,cfiredate,peagdate,recur,version,conflict_id,dyad_id,year,location,side_a,side_a_id,side_a_2nd,side_b,side_b_id,side_b_2nd,incompatibility,territory_name,intensity_level,type_of_conflict,start_date,start_prec,start_date2,start_prec2,gwno_loc,region
53502,2,3,1,0,,,,,,1,3,262,535,1963,Laos,Government of Laos,149,"Government of South Vietnam, Government of United States of America",Pathet Lao,244,Government of Vietnam (North Vietnam),2,,2,4,11/12/59,1,12/31/63,5,812,3
53502,2,3,1,0,,,,,,0,3,262,535,1964,Laos,Government of Laos,149,"Government of South Vietnam, Government of United States of America",Pathet Lao,244,Government of Vietnam (North Vietnam),2,,2,4,11/12/59,1,12/31/63,5,812,3
53502,2,3,1,0,,,,,,0,3,262,535,1965,Laos,Government of Laos,149,"Government of South Vietnam, Government of United States of America",Pathet Lao,244,Government of Vietnam (North Vietnam),2,,2,4,11/12/59,1,12/31/63,5,812,3
53502,2,3,1,0,,,,,,0,3,262,535,1966,Laos,Government of Laos,149,"Government of South Vietnam, Government of United States of America",Pathet Lao,244,Government of Vietnam (North Vietnam),2,,2,4,11/12/59,1,12/31/63,5,812,3
53502,2,3,1,0,,,,,,0,3,262,535,1967,Laos,Government of Laos,149,"Government of South Vietnam, Government of United States of America",Pathet Lao,244,Government of Vietnam (North Vietnam),2,,2,4,11/12/59,1,12/31/63,5,812,3
53502,2,3,1,0,,,,,,0,3,262,535,1968,Laos,Government of Laos,149,"Government of South Vietnam, Government of United States of America",Pathet Lao,244,Government of Vietnam (North Vietnam),2,,2,4,11/12/59,1,12/31/63,5,812,3
53502,2,3,1,0,,,,,,0,3,262,535,1969,Laos,Government of Laos,149,"Government of South Vietnam, Government of Thailand, Government of United States of America",Pathet Lao,244,Government of Vietnam (North Vietnam),2,,2,4,11/12/59,1,12/31/63,5,812,3
53502,2,3,1,0,,,,,,0,3,262,535,1970,Laos,Government of Laos,149,"Government of South Vietnam, Government of United States of America",Pathet Lao,244,Government of Vietnam (North Vietnam),2,,2,4,11/12/59,1,12/31/63,5,812,3
53502,2,3,1,0,,,,,,0,3,262,535,1971,Laos,Government of Laos,149,"Government of South Vietnam, Government of United States of America",Pathet Lao,244,Government of Vietnam (North Vietnam),2,,2,4,11/12/59,1,12/31/63,5,812,3
53502,2,3,1,0,,,,,,0,3,262,535,1972,Laos,Government of Laos,149,"Government of South Vietnam, Government of United States of America",Pathet Lao,244,Government of Vietnam (North Vietnam),2,,2,4,11/12/59,1,12/31/63,5,812,3
53502,2,3,1,1,9/14/73,1,1,,9/14/73,0,3,262,535,1973,Laos,Government of Laos,149,"Government of South Vietnam, Government of United States of America",Pathet Lao,244,Government of Vietnam (North Vietnam),2,,2,4,11/12/59,1,12/31/63,5,812,3
53601,1,3,2,1,12/16/60,1,3,,,0,3,262,536,1960,Laos,Government of Laos,149,Government of Thailand,Neutralists,245,,2,,1,4,12/13/60,1,12/16/60,2,812,3
53701,1,3,1,0,,,,,,0,3,262,537,1989,Laos,Government of Laos,149,,LRM,246,,2,,1,3,8/25/89,1,8/25/89,1,812,3
53701,1,3,1,1,4/10/90,5,3,,,0,3,262,537,1990,Laos,Government of Laos,149,,LRM,246,,2,,1,3,8/25/89,1,8/25/89,1,812,3
53801,1,1,2,0,,,,,,0,3,263,538,1961,Angola,Government of Portugal,36,,FNLA,566,,1,Angola,2,1,3/15/61,1,4/25/61,2,540,4
53801,1,1,1,0,,,,,,0,3,263,538,1962,Angola,Government of Portugal,36,,FNLA,566,,1,Angola,2,1,3/15/61,1,4/25/61,2,540,4
53801,1,1,2,0,,,,,,0,3,263,538,1963,Angola,Government of Portugal,36,,FNLA,566,,1,Angola,1,1,3/15/61,1,4/25/61,2,540,4
53801,1,1,2,0,,,,,,0,3,263,538,1964,Angola,Government of Portugal,36,,FNLA,566,,1,Angola,1,1,3/15/61,1,4/25/61,2,540,4
53801,1,1,2,0,,,,,,0,3,263,538,1965,Angola,Government of Portugal,36,,FNLA,566,,1,Angola,1,1,3/15/61,1,4/25/61,2,540,4
53801,1,1,3,1,12/31/66,5,,,,0,3,263,538,1966,Angola,Government of Portugal,36,,FNLA,566,,1,Angola,1,1,3/15/61,1,4/25/61,2,540,4
53802,2,1,2,0,,,,,,0,3,263,538,1968,Angola,Government of Portugal,36,,FNLA,566,,1,Angola,1,1,3/15/61,1,12/31/68,5,540,4
53802,2,1,2,0,,,,,,0,3,263,538,1969,Angola,Government of Portugal,36,,FNLA,566,,1,Angola,1,1,3/15/61,1,12/31/68,5,540,4
53802,2,1,2,0,,,,,,0,3,263,538,1970,Angola,Government of Portugal,36,,FNLA,566,,1,Angola,1,1,3/15/61,1,12/31/68,5,540,4
53802,2,1,2,0,,,,,,0,3,263,538,1971,Angola,Government of Portugal,36,,FNLA,566,,1,Angola,1,1,3/15/61,1,12/31/68,5,540,4
53802,2,1,2,0,,,,,,0,3,263,538,1972,Angola,Government of Portugal,36,,FNLA,566,,1,Angola,1,1,3/15/61,1,12/31/68,5,540,4
53802,2,1,2,0,,,,,,0,3,263,538,1973,Angola,Government of Portugal,36,,FNLA,566,,1,Angola,1,1,3/15/61,1,12/31/68,5,540,4
53802,2,1,2,1,10/12/74,1,1,10/12/74,1/15/75,0,3,263,538,1974,Angola,Government of Portugal,36,,FNLA,566,,1,Angola,1,1,3/15/61,1,12/31/68,5,540,4
53901,1,1,2,1,12/31/61,5,5,,,0,3,263,539,1961,Angola,Government of Portugal,36,,MPLA,405,,1,Angola,1,1,2/4/61,1,2/4/61,1,540,4
53902,2,1,2,0,,,,,,1,3,263,539,1963,Angola,Government of Portugal,36,,MPLA,405,,1,Angola,1,1,2/4/61,1,12/31/63,5,540,4
53902,2,1,2,0,,,,,,0,3,263,539,1964,Angola,Government of Portugal,36,,MPLA,405,,1,Angola,1,1,2/4/61,1,12/31/63,5,540,4
53902,2,1,2,0,,,,,,0,3,263,539,1965,Angola,Government of Portugal,36,,MPLA,405,,1,Angola,1,1,2/4/61,1,12/31/63,5,540,4
53902,2,1,3,0,,,,,,0,3,263,539,1966,Angola,Government of Portugal,36,,MPLA,405,,1,Angola,1,1,2/4/61,1,12/31/63,5,540,4
53902,2,1,2,0,,,,,,0,3,263,539,1967,Angola,Government of Portugal,36,,MPLA,405,,1,Angola,1,1,2/4/61,1,12/31/63,5,540,4
53902,2,1,2,0,,,,,,0,3,263,539,1968,Angola,Government of Portugal,36,,MPLA,405,,1,Angola,1,1,2/4/61,1,12/31/63,5,540,4
53902,2,1,2,0,,,,,,0,3,263,539,1969,Angola,Government of Portugal,36,,MPLA,405,,1,Angola,1,1,2/4/61,1,12/31/63,5,540,4
53902,2,1,2,0,,,,,,0,3,263,539,1970,Angola,Government of Portugal,36,,MPLA,405,,1,Angola,1,1,2/4/61,1,12/31/63,5,540,4
53902,2,1,2,0,,,,,,0,3,263,539,1971,Angola,Government of Portugal,36,,MPLA,405,,1,Angola,1,1,2/4/61,1,12/31/63,5,540,4
53902,2,1,2,0,,,,,,0,3,263,539,1972,Angola,Government of Portugal,36,,MPLA,405,,1,Angola,1,1,2/4/61,1,12/31/63,5,540,4
53902,2,1,2,0,,,,,,0,3,263,539,1973,Angola,Government of Portugal,36,,MPLA,405,,1,Angola,1,1,2/4/61,1,12/31/63,5,540,4
53902,2,1,2,1,10/21/74,1,1,10/21/74,1/15/75,0,3,263,539,1974,Angola,Government of Portugal,36,,MPLA,405,,1,Angola,1,1,2/4/61,1,12/31/63,5,540,4
54001,1,1,3,0,,,,,,0,3,263,540,1966,Angola,Government of Portugal,36,,UNITA,567,,1,Angola,1,1,12/26/66,1,12/26/66,1,540,4
54001,1,1,2,1,12/31/67,5,5,,1/15/75,0,3,263,540,1967,Angola,Government of Portugal,36,,UNITA,567,,1,Angola,1,1,12/26/66,1,12/26/66,1,540,4
54101,1,3,1,1,12/31/59,5,6,,,0,3,264,541,1959,Myanmar (Burma),Government of Myanmar (Burma),144,,NSH,247,,1,Shan,1,3,11/22/59,1,11/22/59,1,775,3
54201,1,3,1,0,,,,,,0,3,264,542,1960,Myanmar (Burma),Government of Myanmar (Burma),144,,SSIA,248,,1,Shan,1,3,7/31/60,3,12/31/60,5,775,3
54201,1,3,1,1,12/31/61,5,6,,,0,3,264,542,1961,Myanmar (Burma),Government of Myanmar (Burma),144,,SSIA,248,,1,Shan,1,3,7/31/60,3,12/31/60,5,775,3
54301,1,3,1,0,,,,,,0,3,264,543,1962,Myanmar (Burma),Government of Myanmar (Burma),144,,SNUF,249,,1,Shan,1,3,12/31/62,5,12/31/62,5,775,3
54301,1,3,1,1,12/31/63,5,6,,,0,3,264,543,1963,Myanmar (Burma),Government of Myanmar (Burma),144,,SNUF,249,,1,Shan,1,3,12/31/62,5,12/31/62,5,775,3
54401,1,3,1,0,,,,,,0,3,264,544,1964,Myanmar (Burma),Government of Myanmar (Burma),144,,SSA,250,,1,Shan,2,3,12/31/64,5,12/31/64,5,775,3
54401,1,3,1,0,,,,,,0,3,264,544,1965,Myanmar (Burma),Government of Myanmar (Burma),144,,SSA,250,,1,Shan,2,3,12/31/64,5,12/31/64,5,775,3
54401,1,3,1,0,,,,,,0,3,264,544,1966,Myanmar (Burma),Government of Myanmar (Burma),144,,SSA,250,,1,Shan,2,3,12/31/64,5,12/31/64,5,775,3
54401,1,3,1,0,,,,,,0,3,264,544,1967,Myanmar (Burma),Government of Myanmar (Burma),144,,SSA,250,,1,Shan,2,3,12/31/64,5,12/31/64,5,775,3
54401,1,3,1,0,,,,,,0,3,264,544,1968,Myanmar (Burma),Government of Myanmar (Burma),144,,SSA,250,,1,Shan,2,3,12/31/64,5,12/31/64,5,775,3
54401,1,3,3,0,,,,,,0,3,264,544,1969,Myanmar (Burma),Government of Myanmar (Burma),144,,SSA,250,,1,Shan,2,3,12/31/64,5,12/31/64,5,775,3
54401,1,3,3,1,12/31/70,5,5,,,0,3,264,544,1970,Myanmar (Burma),Government of Myanmar (Burma),144,,SSA,250,,1,Shan,1,3,12/31/64,5,12/31/64,5,775,3
54402,2,3,1,0,,,,,,1,3,264,544,1972,Myanmar (Burma),Government of Myanmar (Burma),144,,SSA,250,,1,Shan,1,3,12/31/64,5,12/31/72,5,775,3
54402,2,3,1,1,12/31/73,5,5,,,0,3,264,544,1973,Myanmar (Burma),Government of Myanmar (Burma),144,,SSA,250,,1,Shan,1,3,12/31/64,5,12/31/72,5,775,3
54501,1,3,3,0,,,,,,0,3,264,545,1969,Myanmar (Burma),Government of Myanmar (Burma),144,,SSNLO,251,,1,Shan,1,3,12/31/69,5,12/31/69,5,775,3
54501,1,3,3,1,12/31/70,5,5,,,0,3,264,545,1970,Myanmar (Burma),Government of Myanmar (Burma),144,,SSNLO,251,,1,Shan,2,3,12/31/69,5,12/31/69,5,775,3
54601,1,3,3,0,,,,,,0,3,264,546,1969,Myanmar (Burma),Government of Myanmar (Burma),144,,SURA,252,,1,Shan,1,3,12/31/69,5,12/31/69,5,775,3
54601,1,3,3,1,12/31/70,5,5,,,0,3,264,546,1970,Myanmar (Burma),Government of Myanmar (Burma),144,,SURA,252,,1,Shan,1,3,12/31/69,5,12/31/69,5,775,3
54602,2,3,2,0,,,,,,1,3,264,546,1976,Myanmar (Burma),Government of Myanmar (Burma),144,,SURA,252,,1,Shan,1,3,12/31/69,5,12/31/76,5,775,3
54602,2,3,1,0,,,,,,0,3,264,546,1977,Myanmar (Burma),Government of Myanmar (Burma),144,,SURA,252,,1,Shan,1,3,12/31/69,5,12/31/76,5,775,3
54602,2,3,1,0,,,,,,0,3,264,546,1978,Myanmar (Burma),Government of Myanmar (Burma),144,,SURA,252,,1,Shan,1,3,12/31/69,5,12/31/76,5,775,3
54602,2,3,1,0,,,,,,0,3,264,546,1979,Myanmar (Burma),Government of Myanmar (Burma),144,,SURA,252,,1,Shan,1,3,12/31/69,5,12/31/76,5,775,3
54602,2,3,1,0,,,,,,0,3,264,546,1980,Myanmar (Burma),Government of Myanmar (Burma),144,,SURA,252,,1,Shan,1,3,12/31/69,5,12/31/76,5,775,3
54602,2,3,1,0,,,,,,0,3,264,546,1981,Myanmar (Burma),Government of Myanmar (Burma),144,,SURA,252,,1,Shan,1,3,12/31/69,5,12/31/76,5,775,3
54602,2,3,1,0,,,,,,0,3,264,546,1982,Myanmar (Burma),Government of Myanmar (Burma),144,,SURA,252,,1,Shan,1,3,12/31/69,5,12/31/76,5,775,3
54602,2,3,1,1,12/31/83,5,6,,,0,3,264,546,1983,Myanmar (Burma),Government of Myanmar (Burma),144,,SURA,252,,1,Shan,1,3,12/31/69,5,12/31/76,5,775,3
54701,1,3,2,1,12/31/76,5,5,,,0,3,264,547,1976,Myanmar (Burma),Government of Myanmar (Burma),144,,SSRA,253,,1,Shan,1,3,8/31/76,4,8/31/76,4,775,3
54801,1,3,1,1,12/31/84,5,6,,,0,3,264,548,1984,Myanmar (Burma),Government of Myanmar (Burma),144,,TRC,254,,1,Shan,1,3,4/30/84,4,4/30/84,4,775,3
54901,1,3,1,0,,,,,,0,3,264,549,1985,Myanmar (Burma),Government of Myanmar (Burma),144,,MTA,255,,1,Shan,1,3,12/31/85,5,12/31/85,5,775,3
54901,1,3,1,0,,,,,,0,3,264,549,1986,Myanmar (Burma),Government of Myanmar (Burma),144,,MTA,255,,1,Shan,1,3,12/31/85,5,12/31/85,5,775,3
54901,1,3,1,0,,,,,,0,3,264,549,1987,Myanmar (Burma),Government of Myanmar (Burma),144,,MTA,255,,1,Shan,1,3,12/31/85,5,12/31/85,5,775,3
54901,1,3,1,1,12/31/88,5,5,,,0,3,264,549,1988,Myanmar (Burma),Government of Myanmar (Burma),144,,MTA,255,,1,Shan,1,3,12/31/85,5,12/31/85,5,775,3
54902,2,3,1,0,,,,,,1,3,264,549,1993,Myanmar (Burma),Government of Myanmar (Burma),144,,MTA,255,,1,Shan,1,3,12/31/85,5,7/16/93,3,775,3
54902,2,3,1,0,,,,,,0,3,264,549,1994,Myanmar (Burma),Government of Myanmar (Burma),144,,MTA,255,,1,Shan,1,3,12/31/85,5,7/16/93,3,775,3
54902,2,3,1,1,12/31/95,5,2,1/7/96,,0,3,264,549,1995,Myanmar (Burma),Government of Myanmar (Burma),144,,MTA,255,,1,Shan,1,3,12/31/85,5,7/16/93,3,775,3
55001,1,3,1,0,,,,,,0,3,264,550,1996,Myanmar (Burma),Government of Myanmar (Burma),144,,RCSS,256,,1,Shan,1,3,9/28/96,1,12/31/96,5,775,3
55001,1,3,1,0,,,,,,0,3,264,550,1997,Myanmar (Burma),Government of Myanmar (Burma),144,,RCSS,256,,1,Shan,1,3,9/28/96,1,12/31/96,5,775,3
55001,1,3,1,0,,,,,,0,3,264,550,1998,Myanmar (Burma),Government of Myanmar (Burma),144,,RCSS,256,,1,Shan,1,3,9/28/96,1,12/31/96,5,775,3
55001,1,3,1,0,,,,,,0,3,264,550,1999,Myanmar (Burma),Government of Myanmar (Burma),144,,RCSS,256,,1,Shan,1,3,9/28/96,1,12/31/96,5,775,3
55001,1,3,1,0,,,,,,0,3,264,550,2000,Myanmar (Burma),Government of Myanmar (Burma),144,,RCSS,256,,1,Shan,1,3,9/28/96,1,12/31/96,5,775,3
55001,1,3,1,0,,,,,,0,3,264,550,2001,Myanmar (Burma),Government of Myanmar (Burma),144,,RCSS,256,,1,Shan,1,3,9/28/96,1,12/31/96,5,775,3
55001,1,3,1,1,9/24/02,1,5,,,0,3,264,550,2002,Myanmar (Burma),Government of Myanmar (Burma),144,,RCSS,256,,1,Shan,1,3,9/28/96,1,12/31/96,5,775,3
55002,2,3,1,0,,,,,,1,3,264,550,2005,Myanmar (Burma),Government of Myanmar (Burma),144,,RCSS,256,,1,Shan,1,3,9/28/96,1,12/27/05,1,775,3
55002,2,3,1,0,,,,,,0,3,264,550,2006,Myanmar (Burma),Government of Myanmar (Burma),144,,RCSS,256,,1,Shan,1,3,9/28/96,1,12/27/05,1,775,3
55002,2,3,1,0,,,,,,0,3,264,550,2007,Myanmar (Burma),Government of Myanmar (Burma),144,,RCSS,256,,1,Shan,1,3,9/28/96,1,12/27/05,1,775,3
55002,2,3,1,0,,,,,,0,3,264,550,2008,Myanmar (Burma),Government of Myanmar (Burma),144,,RCSS,256,,1,Shan,1,3,9/28/96,1,12/27/05,1,775,3
55002,2,3,1,0,,,,,,0,3,264,550,2009,Myanmar (Burma),Government of Myanmar (Burma),144,,RCSS,256,,1,Shan,1,3,9/28/96,1,12/27/05,1,775,3
55002,2,3,1,0,,,,,,0,3,264,550,2010,Myanmar (Burma),Government of Myanmar (Burma),144,,RCSS,256,,1,Shan,1,3,9/28/96,1,12/27/05,1,775,3
55002,2,3,2,1,9/11/11,1,2,1/28/12,,0,3,264,550,2011,Myanmar (Burma),Government of Myanmar (Burma),144,,RCSS,256,,1,Shan,1,3,9/28/96,1,12/27/05,1,775,3
55003,3,3,2,1,10/10/13,2,5,10/15/15,,1,3,264,550,2013,Myanmar (Burma),Government of Myanmar (Burma),144,,RCSS,256,,1,Shan,1,3,9/28/96,1,8/22/13,1,775,3
1.2e+06,1,3,2,1,12/31/11,5,2,1/28/12,,0,3,264,11972,2011,Myanmar (Burma),Government of Myanmar (Burma),144,,SSPP,1122,,1,Shan,1,3,11/22/06,1,3/21/11,3,775,3
1.2e+06,2,3,2,1,12/31/13,5,5,,,1,3,264,11972,2013,Myanmar (Burma),Government of Myanmar (Burma),144,,SSPP,1122,,1,Shan,1,3,11/22/06,1,2/22/13,1,775,3
1.2e+06,3,3,1,1,11/30/15,2,5,,,1,3,264,11972,2015,Myanmar (Burma),Government of Myanmar (Burma),144,,SSPP,1122,,1,Shan,1,3,11/22/06,1,10/31/15,3,775,3
55101,1,3,1,0,,,,,,0,3,265,551,1961,DR Congo (Zaire),Government of DR Congo (Zaire),89,,State of Katanga,406,,1,Katanga,1,3,10/27/61,1,11/12/61,3,490,4
55101,1,3,1,1,12/28/62,1,3,,,0,3,265,551,1962,DR Congo (Zaire),Government of DR Congo (Zaire),89,,State of Katanga,406,,1,Katanga,1,3,10/27/61,1,11/12/61,3,490,4
1.2e+06,1,3,1,0,,,,,,0,3,265,12009,2013,DR Congo (Zaire),Government of DR Congo (Zaire),89,"Government of Malawi, Government of South Africa, Government of Tanzania",Kata Katanga,3967,,1,Katanga,1,4,12/4/11,1,3/18/13,1,490,4
1.2e+06,1,3,1,1,11/5/14,2,5,,,0,3,265,12009,2014,DR Congo (Zaire),Government of DR Congo (Zaire),89,"Government of Malawi, Government of South Africa, Government of Tanzania",Kata Katanga,3967,,1,Katanga,1,4,12/4/11,1,3/18/13,1,490,4
1.2e+06,2,3,1,,.,,,,,1,3,265,12009,2020,DR Congo (Zaire),Government of DR Congo (Zaire),89,"Government of Malawi, Government of South Africa, Government of Tanzania",Kata Katanga,3967,,1,Katanga,1,4,12/4/11,1,3/28/20,1,490,4
55201,1,3,1,0,,,,,,0,3,266,552,1960,DR Congo (Zaire),Government of DR Congo (Zaire),89,,Independent Mining State of South Kasai,407,,1,South Kasai,1,3,8/31/60,2,8/31/60,2,490,4
55201,1,3,1,0,,,,,,0,3,266,552,1961,DR Congo (Zaire),Government of DR Congo (Zaire),89,,Independent Mining State of South Kasai,407,,1,South Kasai,1,3,8/31/60,2,8/31/60,2,490,4
55201,1,3,1,1,12/31/62,5,3,9/30/62,,0,3,266,552,1962,DR Congo (Zaire),Government of DR Congo (Zaire),89,,Independent Mining State of South Kasai,407,,1,South Kasai,1,3,8/31/60,2,8/31/60,2,490,4
55301,1,3,1,1,12/17/60,2,3,,,0,3,267,553,1960,Ethiopia,Government of Ethiopia,97,,Military faction (forces of Mengistu Neway),408,,2,,1,3,12/17/60,2,12/17/60,2,530,4
55401,1,3,2,0,,,,,,0,3,267,554,1976,Ethiopia,Government of Ethiopia,97,,EPRP,409,,2,,1,3,12/31/75,5,12/2/76,2,530,4
55401,1,3,2,1,12/31/77,5,5,,,0,3,267,554,1977,Ethiopia,Government of Ethiopia,97,,EPRP,409,,2,,1,3,12/31/75,5,12/2/76,2,530,4
55402,2,3,3,0,,,,,,1,3,267,554,1984,Ethiopia,Government of Ethiopia,97,,EPRP,409,,2,,1,3,12/31/75,5,12/31/84,5,530,4
55402,2,3,3,0,,,,,,0,3,267,554,1985,Ethiopia,Government of Ethiopia,97,,EPRP,409,,2,,1,3,12/31/75,5,12/31/84,5,530,4
55402,2,3,2,0,,,,,,0,3,267,554,1986,Ethiopia,Government of Ethiopia,97,,EPRP,409,,2,,1,3,12/31/75,5,12/31/84,5,530,4
55402,2,3,2,1,12/31/87,5,5,,,0,3,267,554,1987,Ethiopia,Government of Ethiopia,97,,EPRP,409,,2,,1,3,12/31/75,5,12/31/84,5,530,4
55501,1,3,2,1,12/31/76,5,5,,,0,3,267,555,1976,Ethiopia,Government of Ethiopia,97,,TPLF,410,,2,,2,3,8/27/75,1,6/2/76,2,530,4
55502,2,3,2,0,,,,,,1,3,267,555,1978,Ethiopia,Government of Ethiopia,97,,TPLF,410,,2,,1,3,8/27/75,1,12/31/78,5,530,4
55502,2,3,1,0,,,,,,0,3,267,555,1979,Ethiopia,Government of Ethiopia,97,,TPLF,410,,2,,1,3,8/27/75,1,12/31/78,5,530,4
55502,2,3,1,0,,,,,,0,3,267,555,1980,Ethiopia,Government of Ethiopia,97,,TPLF,410,,2,,2,3,8/27/75,1,12/31/78,5,530,4
55502,2,3,1,0,,,,,,0,3,267,555,1981,Ethiopia,Government of Ethiopia,97,,TPLF,410,,2,,2,3,8/27/75,1,12/31/78,5,530,4
55502,2,3,1,0,,,,,,0,3,267,555,1982,Ethiopia,Government of Ethiopia,97,,TPLF,410,,2,,2,3,8/27/75,1,12/31/78,5,530,4
55502,2,3,2,0,,,,,,0,3,267,555,1983,Ethiopia,Government of Ethiopia,97,,TPLF,410,,2,,2,3,8/27/75,1,12/31/78,5,530,4
55502,2,3,3,0,,,,,,0,3,267,555,1984,Ethiopia,Government of Ethiopia,97,,TPLF,410,,2,,2,3,8/27/75,1,12/31/78,5,530,4
55502,2,3,3,0,,,,,,0,3,267,555,1985,Ethiopia,Government of Ethiopia,97,,TPLF,410,,2,,2,3,8/27/75,1,12/31/78,5,530,4
55502,2,3,2,0,,,,,,0,3,267,555,1986,Ethiopia,Government of Ethiopia,97,,TPLF,410,,2,,1,3,8/27/75,1,12/31/78,5,530,4
55502,2,3,2,0,,,,,,0,3,267,555,1987,Ethiopia,Government of Ethiopia,97,,TPLF,410,,2,,2,3,8/27/75,1,12/31/78,5,530,4
55502,2,3,1,1,4/30/88,2,6,,,0,3,267,555,1988,Ethiopia,Government of Ethiopia,97,,TPLF,410,,2,,2,3,8/27/75,1,12/31/78,5,530,4
55503,3,3,1,,,,,,,1,3,267,555,2020,Ethiopia,Government of Ethiopia,97,,TPLF,410,,2,,2,3,8/27/75,1,11/4/20,1,530,4
55601,1,3,2,0,,,,,,0,3,267,556,1977,Ethiopia,Government of Ethiopia,97,,EDU,411,,2,,1,3,1/31/77,3,1/31/77,3,530,4
55601,1,3,2,1,12/31/78,5,5,,,0,3,267,556,1978,Ethiopia,Government of Ethiopia,97,,EDU,411,,2,,1,3,1/31/77,3,1/31/77,3,530,4
55701,1,3,2,0,,,,,,0,3,267,557,1983,Ethiopia,Government of Ethiopia,97,,EPDM,412,,2,,1,3,12/31/82,5,12/31/83,5,530,4
55701,1,3,3,0,,,,,,0,3,267,557,1984,Ethiopia,Government of Ethiopia,97,,EPDM,412,,2,,1,3,12/31/82,5,12/31/83,5,530,4
55701,1,3,3,1,12/31/85,5,5,,,0,3,267,557,1985,Ethiopia,Government of Ethiopia,97,,EPDM,412,,2,,1,3,12/31/82,5,12/31/83,5,530,4
55801,1,3,2,0,,,,,,0,3,267,558,1989,Ethiopia,Government of Ethiopia,97,,EPRDF,414,,2,,2,3,1/8/89,2,1/8/89,2,530,4
55801,1,3,1,0,,,,,,0,3,267,558,1990,Ethiopia,Government of Ethiopia,97,,EPRDF,414,,2,,2,3,1/8/89,2,1/8/89,2,530,4
55801,1,3,2,1,6/2/91,1,4,,,0,3,267,558,1991,Ethiopia,Government of Ethiopia,97,,EPRDF,414,,2,,2,3,1/8/89,2,1/8/89,2,530,4
55901,1,3,2,1,5/30/89,2,3,,,0,3,267,559,1989,Ethiopia,Government of Ethiopia,97,,Military faction (forces of Amsha Desta and Merid Negusie),413,,2,,1,3,5/16/89,1,5/20/89,2,530,4
1.2e+06,1,3,2,1,6/30/91,2,3,,,0,3,267,12104,1991,Ethiopia,Government of Ethiopia,97,,Forces of Harar garrison,1215,,2,,1,3,6/2/91,1,6/2/91,1,530,4
56001,1,2,1,1,3/30/64,1,2,3/6/64,,0,3,268,560,1964,"Ethiopia, Somalia",Government of Ethiopia,97,,Government of Somalia,95,,1,Ogaden,1,2,2/10/64,2,2/13/64,2,"520, 530",4
56002,2,2,1,0,,,,,,1,3,268,560,1977,"Ethiopia, Somalia",Government of Ethiopia,97,"Government of Cuba, Government of South Yemen",Government of Somalia,95,,1,Ogaden,2,2,2/10/64,2,7/13/77,1,"520, 530",4
56002,2,2,1,1,3/23/78,1,3,,,0,3,268,560,1978,"Ethiopia, Somalia",Government of Ethiopia,97,"Government of Cuba, Government of South Yemen",Government of Somalia,95,,1,Ogaden,2,2,2/10/64,2,7/13/77,1,"520, 530",4
56003,3,2,1,1,12/3/80,1,3,,,1,3,268,560,1980,"Ethiopia, Somalia",Government of Ethiopia,97,Government of Cuba,Government of Somalia,95,,1,Ogaden,1,2,2/10/64,2,5/31/80,3,"520, 530",4
56101,1,3,1,0,,,,,,0,3,269,561,1960,Nepal,Government of Nepal,146,,NC,257,,2,,1,3,2/29/60,4,2/29/60,4,790,3
56101,1,3,1,0,,,,,,0,3,269,561,1961,Nepal,Government of Nepal,146,,NC,257,,2,,1,3,2/29/60,4,2/29/60,4,790,3
56101,1,3,1,1,12/31/62,5,2,11/8/62,,0,3,269,561,1962,Nepal,Government of Nepal,146,,NC,257,,2,,1,3,2/29/60,4,2/29/60,4,790,3
56201,1,3,1,0,,,,,,0,3,269,562,1996,Nepal,Government of Nepal,146,,CPN-M,258,,2,,1,3,2/25/96,1,8/23/96,1,790,3
56201,1,3,1,0,,,,,,0,3,269,562,1997,Nepal,Government of Nepal,146,,CPN-M,258,,2,,1,3,2/25/96,1,8/23/96,1,790,3
56201,1,3,1,0,,,,,,0,3,269,562,1998,Nepal,Government of Nepal,146,,CPN-M,258,,2,,1,3,2/25/96,1,8/23/96,1,790,3
56201,1,3,1,0,,,,,,0,3,269,562,1999,Nepal,Government of Nepal,146,,CPN-M,258,,2,,1,3,2/25/96,1,8/23/96,1,790,3
56201,1,3,1,0,,,,,,0,3,269,562,2000,Nepal,Government of Nepal,146,,CPN-M,258,,2,,1,3,2/25/96,1,8/23/96,1,790,3
56201,1,3,1,0,,,,,,0,3,269,562,2001,Nepal,Government of Nepal,146,,CPN-M,258,,2,,1,3,2/25/96,1,8/23/96,1,790,3
56201,1,3,1,0,,,,,,0,3,269,562,2002,Nepal,Government of Nepal,146,,CPN-M,258,,2,,2,3,2/25/96,1,8/23/96,1,790,3
56201,1,3,1,0,,,,,,0,3,269,562,2003,Nepal,Government of Nepal,146,,CPN-M,258,,2,,2,3,2/25/96,1,8/23/96,1,790,3
56201,1,3,1,0,,,,,,0,3,269,562,2004,Nepal,Government of Nepal,146,,CPN-M,258,,2,,2,3,2/25/96,1,8/23/96,1,790,3
56201,1,3,1,0,,,,,,0,3,269,562,2005,Nepal,Government of Nepal,146,,CPN-M,258,,2,,2,3,2/25/96,1,8/23/96,1,790,3
